Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
8.8,1493,1337,466,1742
7.2,1478,1357,473,1639
6.5,1411,1311,487,1537
5.8,1387,1231,523,1463
5.5,1306,1161,557,1379
5.8,1232,1035,623,1256
5.4,1277,1085,589,1344
6.4,1063,843,762,1089
7,991,744,863,949
7.2,989,701,871,933
7.9,972,674,926,882
7.4,973,675,903,905
7.7,985,691,878,902
8.1,1020,736,854,923
6.7,1192,978,638,1210
6.8,1325,1140,542,1468
8.9,1219,1026,604,1329
11.6,1195,992,632,1295
13.5,1230,1020,605,1365
13.8,1312,1087,567,1452
13.4,1387,1127,530,1615
12.9,1375,1076,555,1599
13.3,1532,1265,482,1777
13,1531,1235,484,1742
12.5,1479,1196,498,1739
12.2,1521,1208,497,1770
12.6,1616,1363,442,1918
13.3,1371,1105,553,1581
13.5,1198,943,647,1291
14.1,1102,813,764,1000
14,1120,826,750,974
13.5,1093,789,771,949
13.2,1112,791,764,934
13.6,986,674,883,730
13.7,934,609,976,581
13.5,919,571,1017,521
12.5,929,556,1035,575
13.2,919,552,1063,522
13.1,944,586,977,586
13.8,943,580,980,566
13.7,1036,683,846,693
14,1168,797,698,1022
15,1232,903,626,1152
16.9,1236,901,628,1108
16.6,1278,1070,557,1110
16.4,1369,1242,476,1306
16.1,1182,929,648,1029
15.7,1210,933,648,1094
15.4,1316,1121,548,1282
15.2,1221,952,641,1147
14.7,1260,1034,588,1208
14.4,1231,962,625,1192
14.3,1115,804,734,1136
14,1180,877,680,1131
13.7,1174,873,672,1071
13.1,1178,876,666,1059
13.2,1052,704,807,909
12.8,998,591,937,820
12.9,960,532,1059,724
12.4,958,571,998,707
13,989,650,900,768
12.3,1162,843,685,1027
12.8,1523,1324,451,1502
13.1,1511,1334,433,1606
12.8,1420,1183,488,1520
13.1,1413,1193,484,1566
13.7,1335,1141,512,1501
14,1451,1298,452,1634
14.4,1410,1276,459,1587
14.1,1429,1277,456,1560
14.1,1409,1223,475,1538
14.1,1372,1210,484,1491
14,1366,1213,489,1469
13.8,1365,1192,492,1486
13.4,1385,1218,478,1494
13.2,1361,1137,503,1471
13,1312,1047,545,1399
12.7,1177,871,660,1192
12,1205,888,647,1187
13.2,1114,757,744,1070
12.4,1047,708,816,949
13.1,982,592,953,830
11.8,992,644,899,854
12.3,977,629,908,835
12,1047,671,863,887
11.7,1126,775,760,1019
12.1,1474,1268,502,1503
12.5,1526,1466,415,1687
12.8,1386,1158,518,1553
13.4,1392,1166,519,1624
13.4,1363,1192,499,1637
13.6,1331,1184,507,1533
13.8,1401,1261,479,1577
13.7,1374,1239,483,1532
13.6,1436,1299,451,1621
13.4,1386,1228,479,1578
13.3,1419,1277,459,1631
13.2,1428,1288,465,1629
12.9,1508,1416,418,1733
12.6,1438,1251,470,1622
12,1415,1197,486,1597
11.9,1433,1186,479,1738
12,1208,964,602,1350
11.4,1280,1029,564,1363
11.2,1174,942,626,1262
11.5,1022,729,803,1034
10.7,1002,722,807,998
10,1018,746,800,958
9.2,1095,868,676,1078
8.8,1182,951,634,1143
8.7,1478,1234,470,1551
8.9,1515,1298,434,1669
9.9,1488,1286,452,1766
11.8,1383,1196,497,1717
13,1383,1218,497,1738
14.7,1337,1231,505,1611
15.1,1243,1155,546,1398
15.7,1304,1244,507,1497
15.8,1284,1216,522,1415
14.6,1303,1226,521,1457
14.3,1461,1440,440,1669
14.1,1517,1512,421,1740
13.1,1526,1492,428,1770
12,1495,1386,457,1734
10.7,1333,1154,534,1647
10,1216,1020,605,1379
9.4,1232,1032,599,1331
8.5,1181,985,629,1240
8.4,1042,814,746,1036
6.9,1027,824,753,969
6.2,915,695,883,826
7,891,666,931,798
6.5,937,694,915,817
7.7,1086,901,715,1055
8.2,1326,1190,531,1391
8.8,1469,1403,452,1665
9.7,1321,1170,532,1539
11.7,1396,1196,524,1653
13.1,1270,1077,583,1586
14.2,1189,1025,626,1332
14.2,1227,1081,570,1369
14,1266,1118,564,1373
13.5,1277,1175,531,1397
12.3,1438,1295,470,1577
11.4,1523,1470,414,1783
10.8,1384,1290,475,1568
11,1283,1093,581,1356
9.5,1304,1085,571,1419
8.8,1126,880,690,1177
8,1141,892,686,1141
7.6,1183,930,669,1179
7.1,1090,830,744,1056
7.1,1032,736,809,973
6.7,940,691,877,827
5.1,981,721,866,836
4.3,1104,851,687,1085
5.3,989,762,793,959
5.7,1079,869,732,1039
6.8,1472,1418,459,1554
6.9,1313,1206,513,1546
8,1363,1229,515,1638
9.3,1347,1212,527,1568
10.2,1240,1140,567,1433
11,1280,1222,526,1452
11.3,1210,1151,569,1345
12.2,1216,1134,566,1336
11.9,1320,1207,535,1442
10.3,1477,1412,450,1748
8.2,1500,1458,428,1776
7.9,1512,1463,435,1802
8.3,1496,1447,435,1796
8.2,1360,1246,513,1600
8.3,1024,819,782,1083
6.7,1094,845,780,1064
6.4,1111,877,735,1104
4.9,1097,878,737,1053
4.8,1051,820,778,1009
3.3,979,767,827,908
2.4,978,756,834,878
3.4,902,659,940,800
4.2,957,641,1013,784
3.5,973,728,902,854
3.5,1074,967,703,1065
4,1115,1012,650,1161
4.5,1136,1001,653,1192
5.6,1128,977,673,1202
7.5,1196,1035,633,1338
8.9,1267,1166,567,1505
10.6,1355,1244,536,1715
12.3,1194,1061,622,1473
12.2,1188,1029,635,1433
10.5,1279,1154,573,1544
8.7,1361,1223,525,1648
7.9,1474,1319,496,1784
7.6,1235,1078,616,1519
6.5,1289,1140,590,1532
5.9,1124,910,717,1340
5.2,1231,1017,655,1414
5.2,1289,1104,623,1499
4.9,1166,970,705,1306
5.1,1062,884,748,1172
4,1028,813,794,1076
3.7,1003,807,819,1005
4.5,929,721,923,913
4.7,951,737,910,922
3.9,1011,783,835,1026
5.7,939,751,898,952
6.1,946,827,876,915
9,841,625,1054,687
10.7,850,629,1076,597
11.1,831,602,1123,527
11.9,866,652,1060,573
11.4,819,576,1142,492
11.3,833,584,1144,463
11,877,642,1037,565
10.3,892,668,1017,632
8.4,899,674,1002,691
8.3,1008,861,839,943
8.1,1013,873,820,985
7.7,912,730,959,821
7,907,705,995,767
6.6,953,771,905,895
6.4,916,701,954,791
6,894,682,991,770
4.4,895,648,1001,839
4,845,534,1168,721
3.7,837,512,1228,720
2.6,795,504,1258,682
3.2,874,552,1162,723
3.6,920,667,1005,813
1.8,1257,1176,612,1365
2.4,1222,1239,574,1472
4.6,1196,1139,617,1497
8.2,1214,1153,612,1626
10.5,1149,1096,639,1476
11.1,1166,1134,603,1531
11.1,1170,1138,611,1503
12.4,1176,1209,588,1488
12.9,1147,1158,615,1435
11.4,1294,1330,535,1725
9.2,1683,1831,374,2331
7.8,1615,1712,384,2312
7.2,1256,1201,563,1699
6,1205,1098,610,1587
5.3,1087,926,715,1390
4.2,1092,875,751,1347
3.4,1039,845,775,1268
3,1001,762,850,1155
3.2,925,677,958,1024
3.3,880,613,1016,968
4.5,873,592,1076,915
3.1,880,618,1023,928
4.2,950,680,936,1028
3.4,1039,855,783,1210
3.9,1284,1204,599,1531
4.3,1350,1305,509,1745
5.6,1476,1428,477,1974
5.5,1342,1215,542,1806
5.1,1488,1336,479,1985
5.5,1557,1432,445,2068
5.5,1610,1502,420,2087
5,1583,1457,431,1994
5.2,1620,1420,436,1971
5.3,1605,1416,436,1941
5,1604,1496,410,1969
5.1,1582,1455,423,1813
6.4,1523,1342,466,1677
10.3,1172,813,774,1118
11.3,1021,670,932,828
9.8,1125,758,820,867
9.5,1197,840,712,974
9.9,1174,842,723,975
9.9,1106,733,822,902
6.9,873,549,1106,791
4.8,828,506,1222,673
4.7,830,492,1263,578
5,840,515,1235,563
5.6,909,622,1046,730
7,1098,881,760,974
7.1,1036,868,732,958
6.4,912,692,923,713
5.3,873,618,1036,617
6.3,889,634,1009,591
8.6,965,742,889,661
10,1009,845,771,856
9.4,918,729,904,639
9.2,920,729,891,647
8.7,923,715,915,646
8.9,1021,883,766,846
8.6,998,858,770,857
9,1061,962,721,942
9.2,1016,892,758,945
8.8,859,611,1053,562
8.8,945,707,963,657
8.7,937,715,896,723
8.6,876,618,1032,555
8.5,831,530,1169,472
8.1,828,514,1205,434
7.8,810,470,1315,412
7.1,822,493,1278,453
7,898,646,1013,702
7.5,909,636,992,720
7,1256,1130,616,1311
7.6,1298,1217,552,1444
8.3,1326,1223,547,1613
12.4,1139,1031,649,1388
13.9,1135,1047,641,1379
14.4,1117,1071,638,1289
14.8,1094,1128,626,1280
15.1,982,990,745,1059
15.4,1107,1134,639,1299
13.7,1290,1349,534,1638
11.5,1445,1516,455,1946
10.4,1357,1330,511,1798
9.9,1248,1179,577,1609
8.7,1220,1085,618,1531
8.1,1137,856,758,1338
7.3,1102,829,773,1274
8,1082,801,780,1200
6.8,1053,795,786,1143
6.7,1003,740,847,1048
5.9,1019,744,836,1049
5.4,1071,808,757,1172
5.5,1118,841,702,1368
5.9,1206,948,628,1540
6.4,1256,1056,582,1575
7.2,1501,1367,465,1856
7.9,1578,1527,419,2086
8.3,1427,1280,500,1948
9.3,1440,1311,482,2022
10.2,1522,1365,464,2104
11.1,1517,1403,451,2195
12.8,1300,1113,573,1845
13.1,1401,1204,526,1947
13.5,1551,1303,469,2171
13.4,1411,1191,519,1920
12.1,1434,1239,506,1835
12,1489,1305,476,1919
10.4,1835,1731,355,2254
9.4,1804,1679,370,2210
8.9,1579,1345,459,1961
8.1,1508,1246,496,1791
7.3,1535,1300,483,1725
7.3,1395,1131,552,1553
7.1,1392,1153,542,1506
6.7,1326,1087,571,1398
7,1297,1032,605,1300
5.7,1331,1106,568,1383
5.2,1288,1036,590,1413
5.6,1322,1091,565,1471
6.3,1390,1167,522,1619
6.9,1443,1207,502,1673
9.2,1496,1254,484,1881
11.6,1439,1198,502,1877
14,1432,1150,527,1818
15,1398,1149,535,1699
14.9,1380,1206,515,1677
15.8,1022,857,770,1088
15.4,973,806,851,926
14.4,951,862,823,961
13.4,987,925,776,1066
12.2,1100,1057,687,1241
11.3,1064,1072,704,1220
9.7,1316,1327,549,1613
8.4,1262,1208,587,1577
8.2,1259,1152,610,1569
8,1166,981,697,1445
7,1066,880,784,1240
5.7,1051,883,783,1169
4.7,992,808,849,1052
4.2,969,788,854,1006
4.6,862,609,1101,757
2.7,859,581,1112,753
3.1,849,552,1165,737
2.5,879,594,1119,792
3.1,956,735,915,945
5,1039,828,791,1115
5.8,1066,871,775,1131
7.1,1124,927,722,1242
7.9,1160,948,712,1289
8.1,1110,896,737,1276
8.3,1138,940,706,1359
8.9,1095,857,756,1020
7.1,1045,694,911,805
5.7,1078,727,849,857
5.4,1169,846,767,942
5.4,1174,926,674,1020
7.3,1075,749,827,899
5.8,1044,685,903,860
6.2,1110,782,798,954
5.9,1086,733,848,883
5,1092,811,773,966
4,1127,884,704,983
5.8,881,578,1017,607
5.8,831,498,1237,443
6.6,791,459,1421,390
7,836,520,1296,479
6.6,907,644,1028,732
7.2,1174,1018,688,1149
6.9,1094,967,682,1136
8.7,992,800,797,934
10,955,783,844,845
11.8,959,771,852,808
10.7,981,804,829,783
10.9,947,791,825,785
10.7,1023,898,759,899
10.6,1009,860,787,922
8.9,1007,884,780,951
7.8,1054,992,715,1051
7.3,1018,934,740,967
6.9,976,870,795,861
6.6,872,689,970,631
6.4,805,559,1183,466
6.1,800,541,1250,407
5.9,785,504,1306,387
5.7,757,459,1447,337
5.5,751,424,1583,303
4.5,766,412,1651,295
4.3,759,399,1696,288
3.7,758,388,1785,274
3.3,761,383,1745,289
3.9,762,434,1556,318
4.3,869,646,1068,476
4.2,938,785,853,704
3.4,951,769,856,735
5,892,702,935,735
5.7,876,703,968,653
5.2,872,686,972,603
4.7,893,722,932,645
4.5,879,687,980,564
5.1,896,689,966,614
5,909,706,928,658
4.3,958,758,858,719
4.3,984,803,813,772
4.3,991,814,790,812
3.5,881,638,990,583
4.1,853,616,1071,491
3.9,804,546,1194,400
3.9,788,514,1285,354
4,788,487,1346,329
3.9,763,428,1532,296
3,771,410,1622,283
3.3,747,390,1775,266
2.7,744,383,1881,253
2.8,774,441,1646,282
3.6,800,492,1310,353
3.3,896,668,1043,519
3.5,913,733,902,681
4.3,871,638,1022,583
4.5,872,662,1007,628
4.3,858,634,1053,566
4.3,876,683,993,572
4.9,900,751,891,637
5.6,864,678,987,579
5.7,902,721,924,666
4.8,916,720,912,707
5.1,1004,918,752,990
5.3,1024,945,729,1026
4.9,1011,884,763,910
4.7,1006,822,794,897
4.6,913,645,966,651
4,905,620,986,598
4.2,872,628,1009,560
4.5,843,597,1059,527
4.1,863,622,1025,574
4.5,791,480,1259,422
4.4,769,412,1481,326
4.1,778,417,1531,312
4.3,801,470,1313,382
4.6,827,533,1198,488
4.6,1038,837,822,915
4.8,1040,917,739,1021
5.9,980,790,839,897
7,912,683,961,699
6.6,887,649,1009,588
6.6,922,716,930,643
7.3,928,748,900,685
7.3,921,736,921,673
7,905,747,924,691
6.5,906,769,913,726
5.7,981,886,819,912
5,1053,987,750,1048
4.7,1086,1032,717,1136
4.5,967,811,863,909
4.3,902,689,995,719
4,916,725,953,746
3.7,895,677,999,700
3.3,866,613,1075,579
3,861,585,1120,553
3.5,845,534,1146,519
3.6,849,522,1158,467
4,818,486,1282,422
4.1,864,554,1159,545
4.1,856,559,1138,556
4.2,1024,823,827,879
4.1,1050,909,742,993
4.3,984,832,822,892
4.6,990,808,838,901
4.5,970,798,842,874
4.4,943,781,871,722
4.7,994,871,793,836
4.2,932,767,888,669
3.4,891,706,949,600
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
1.9,793,480,1306,376
1.6,790,455,1376,336
1.4,776,445,1460,330
1,766,448,1494,321
1.4,774,458,1473,334
1.6,801,494,1324,395
1.4,847,586,1163,473
1.7,874,641,1022,553
2.5,879,642,1027,545
2.9,888,652,1025,547
3.6,873,610,1051,527
3.1,877,618,1027,505
3.4,893,653,987,550
3.7,866,602,1071,465
4.4,873,629,1049,467
4,911,676,998,555
3.3,908,653,980,551
3.1,907,657,981,569
2.8,925,678,960,594
3.1,920,649,983,598
2.9,865,561,1102,434
2.8,867,553,1136,412
2.9,900,604,1051,469
3.8,901,599,1023,515
3.2,863,560,1107,430
3.1,884,599,1065,503
3.1,873,565,1097,494
3.1,806,459,1322,368
3,801,454,1374,348
2.8,790,431,1439,354
2.7,805,465,1358,382
3.3,843,520,1202,450
4.6,849,537,1148,460
5.6,872,583,1126,441
7.2,890,585,1097,454
6.9,874,552,1128,415
8.2,863,553,1133,419
7.6,840,566,1176,368
7.9,845,569,1151,397
7.8,888,625,1062,510
6.3,845,582,1120,473
5.4,880,641,1077,537
5,917,708,972,670
4.6,927,715,965,711
4.3,868,615,1095,551
4,932,685,996,670
2.9,971,741,901,771
3.4,891,650,987,586
4,806,495,1282,355
4,787,446,1395,310
3.7,791,435,1486,292
3.4,787,415,1474,293
3.7,814,449,1363,328
3.7,844,538,1164,479
3.7,1049,863,826,979
4.4,1201,1116,617,1469
6.6,1293,1153,602,1667
10,1121,1066,683,1378
11.9,1112,1078,683,1426
12.5,1060,1048,707,1246
13.2,1056,1040,711,1187
13.5,1131,1139,643,1363
14.1,1162,1170,618,1425
13,1283,1328,552,1722
10.4,1414,1490,488,2051
8.6,1486,1570,455,2179
7.3,1523,1533,456,2214
6.3,1283,1149,587,1799
5.4,1109,863,737,1527
5.1,1055,782,798,1377
4.2,1038,756,813,1317
4.1,996,698,871,1228
4.1,995,680,879,1201
3.7,1000,670,868,1158
2.5,1042,688,814,1204
1.8,1042,701,795,1216
2,1024,724,814,1198
2.2,1147,886,702,1381
3.1,1496,1298,492,1873
3.7,1541,1353,449,2112
4.4,1491,1215,503,2038
5.8,1533,1334,466,2118
7.3,1507,1292,479,2110
9.5,1451,1264,497,1965
11.8,1432,1264,487,1888
12.7,1408,1202,506,1774
13.5,1377,1129,540,1626
12.3,1454,1190,508,1761
10.8,1268,1128,573,1533
9.4,1259,1211,559,1531
8.3,1261,1143,595,1477
7.8,1133,971,683,1332
7.3,1054,818,777,1210
6.7,1055,783,805,1167
6.6,1059,747,820,1133
6.4,1063,769,807,1109
5.3,1135,854,722,1218
3.4,1126,869,680,1222
3.3,1058,753,764,1149
3.7,1040,688,846,1090
2.6,1069,737,792,1114
3.5,1042,771,795,1089
2.7,1322,1151,566,1446
2.8,1549,1485,422,1930
5.8,1416,1285,501,1809
9.7,1337,1143,560,1769
12.7,1281,1132,577,1696
13.7,1037,981,721,1086
13.7,1028,983,728,1048
14.1,984,913,762,990
14.5,1010,940,759,1027
13.2,1113,1096,645,1359
10.5,1253,1284,536,1618
8.9,1400,1499,461,1869
8.2,1470,1584,436,2033
6.7,1281,1168,571,1756
5.8,1084,855,748,1446
4.9,1097,892,719,1423
4.5,1032,791,793,1278
3.9,1046,812,782,1265
3.4,975,707,860,1107
3.3,932,642,950,1014
2,926,623,954,1011
1.2,932,645,916,1006
2.1,937,640,923,1010
1.3,996,724,861,1067
1.3,1382,1202,534,1630
2.1,1544,1530,416,2030
5.1,1429,1317,495,1916
8.5,1312,1164,570,1761
11.5,1205,989,643,1597
12.2,1322,1110,568,1776
13.5,1301,1074,574,1636
14.9,1280,1030,597,1480
15.7,1256,986,612,1413
14.7,1358,1128,545,1611
12.2,1713,1605,383,2186
10.3,1655,1527,393,2203
9.3,1444,1227,485,1891
8.3,1314,1069,571,1662
6.3,1368,1164,524,1674
6.5,1195,943,645,1462
6,1083,828,734,1273
5.1,1055,771,781,1174
4.7,973,672,887,1031
2.9,1039,777,778,1082
5,949,657,895,991
3.9,920,601,974,925
1.8,989,703,843,1017
1.8,1100,854,714,1187
2.3,1411,1288,492,1638
4.4,1328,1300,499,1672
7.7,1308,1189,534,1656
12.1,1280,1127,558,1641
15,1056,857,735,1117
14.5,1019,825,781,901
12.9,1084,923,712,1046
12.1,998,841,792,884
11.3,987,816,816,821
11.4,1079,932,719,1056
9.1,1096,954,687,1139
8.1,1146,1043,639,1248
7.7,1125,1025,653,1200
7.1,1130,968,680,1220
6.3,1017,805,807,1032
6,1017,776,843,971
5.5,1041,778,828,1011
4.9,1034,769,816,1049
4.1,1009,751,828,1053
2.1,1105,828,735,1157
1.5,1084,859,703,1163
1,989,731,815,1018
0.8,1047,792,757,1121
1.3,1091,868,705,1200
2,1263,1074,614,1403
4.1,1165,1024,646,1365
7.5,966,760,877,940
9,927,702,932,750
9.2,909,678,960,652
9.3,941,723,922,643
9.3,903,696,932,629
9.7,891,668,991,549
9.6,904,674,968,578
8.6,900,659,990,582
7.2,926,725,933,694
6.4,999,821,846,926
6,994,774,854,915
5.5,1010,801,826,986
4.9,938,685,934,840
4.2,983,760,869,939
4,963,749,900,869
3.7,962,756,902,908
3.1,980,761,854,1051
2.6,914,644,972,922
0.8,898,624,987,871
1.2,854,572,1070,793
1,838,531,1146,753
0.6,831,543,1132,737
0.8,833,526,1169,722
0.3,870,582,1091,737
4.1,984,727,891,913
8,1065,844,780,1117
10.7,968,743,886,774
11.1,911,683,981,558
10.6,868,590,1081,420
10.3,868,576,1128,363
10.2,904,633,1040,410
9.2,944,693,928,568
6.9,925,649,1003,570
6,985,736,891,774
5.8,1002,780,855,857
5.8,938,692,937,737
5.4,896,627,1033,610
5.1,907,614,1052,627
4.8,902,613,1049,566
4.5,885,582,1072,517
4.3,863,545,1119,484
3.9,861,518,1141,482
3.8,852,482,1187,496
3.3,879,495,1147,623
3.6,900,525,1090,696
3.4,963,615,980,916
2.9,1183,929,675,1309
5.6,1161,996,639,1396
7.5,1102,896,720,1226
10.8,1029,835,771,1002
12.9,973,797,845,769
12.2,981,820,807,784
12,960,784,842,643
12.2,973,761,862,682
12,968,765,843,692
10.5,1022,854,771,926
8.7,1067,879,740,996
7.8,1101,908,707,1095
7.2,1081,885,720,1058
7.1,988,738,843,893
7.1,932,630,980,681
7.2,923,602,1028,599
6.9,915,589,1045,550
7,879,534,1129,470
7.1,852,479,1275,375
6.9,844,453,1378,337
6,878,496,1182,451
6.4,910,524,1102,600
6.1,918,551,1062,712
5.9,991,653,944,931
6,1223,979,658,1332
6.6,1277,1153,543,1520
8.7,1114,922,689,1223
10.5,1088,853,729,1122
11.4,1064,881,727,1099
12.7,1047,854,753,904
13.3,1075,920,726,1022
13.9,973,777,858,719
13.6,942,733,912,609
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
8.5,1521,1203,476,2141
8.3,1428,1085,526,2023
7.1,1463,1069,530,1967
5.8,1494,1124,504,1931
5.3,1462,1080,522,1889
5,1326,967,578,1699
5,1185,807,685,1467
5.1,1154,788,709,1390
4.1,1175,839,670,1371
4.6,1203,870,641,1427
5.2,1250,933,620,1489
6,1321,1046,562,1610
7.1,1323,1049,550,1619
7.8,1381,1045,541,1706
9,1480,1186,498,1882
10,1485,1229,477,1911
10.8,1522,1229,470,1943
11,1570,1224,468,2020
11,1507,1170,488,1999
10.9,1540,1202,475,2008
11.1,1556,1214,472,2026
11,1707,1378,416,2225
11,1766,1419,404,2317
11.4,1846,1474,389,2426
11.1,1795,1382,410,2355
10.2,1755,1352,417,2375
10.1,1738,1309,424,2494
9.9,1712,1239,443,2411
9.4,1751,1255,435,2226
9.4,1574,1093,497,1808
9.6,1458,1024,530,1571
8.9,1515,1066,508,1548
8.5,1491,1031,515,1541
8.3,1453,1012,534,1441
8.1,1443,1003,542,1396
8.7,1473,1047,522,1411
9.5,1548,1097,491,1497
11,1586,1084,495,1619
14.1,1488,1023,533,1590
16.3,1220,787,675,1163
18.7,1198,758,698,1001
19.5,1168,836,666,822
19.9,1149,917,616,773
19.4,1052,734,799,588
17.1,1053,727,789,610
15.5,1238,1037,583,1000
14.8,1188,939,658,1048
13.9,1150,891,684,1002
13.7,984,694,881,711
12.5,1111,777,760,1024
11.8,1131,793,728,1054
10.9,1115,778,749,994
10.1,1133,811,708,1031
9.8,1024,709,798,884
8.4,968,639,891,794
8.3,923,567,994,688
7.7,902,548,1063,617
6.9,995,646,895,818
9,858,597,1054,690
9.4,1233,1030,619,1291
10.3,1140,958,627,1200
11.5,1096,1036,635,1127
11.7,1295,1639,477,1582
11.8,926,882,744,700
12,970,857,748,693
13.7,960,853,782,709
12.6,941,800,823,671
13,921,771,850,632
13.6,940,829,823,716
11.8,1036,1046,694,1059
10.7,1102,1221,609,1329
10.4,1035,1141,670,1196
9.7,990,978,751,1131
9.4,950,839,834,977
8.8,988,839,803,963
8.7,884,658,982,581
8.5,840,597,1081,432
8,814,526,1228,352
7.1,821,509,1235,348
6.9,802,440,1413,312
6.9,805,437,1491,296
6.1,850,529,1183,385
6,913,619,1018,586
6.1,1047,844,784,987
6.5,1055,899,731,1035
9.4,974,778,832,782
11.3,863,669,993,511
12.8,889,734,942,566
12.3,906,790,893,642
12,874,751,918,591
11.9,849,680,1015,461
12.1,923,761,909,609
11.5,962,841,827,821
10.4,1067,1059,671,1163
9.5,1125,1121,630,1405
8.9,1149,1124,623,1405
8.2,1155,1034,648,1429
7.4,1065,908,741,1284
6.6,1145,946,699,1409
6.3,1134,912,707,1376
5.2,1195,1004,652,1421
4.4,1141,898,689,1356
4,1077,806,725,1296
3.3,1052,740,768,1202
3.2,1033,701,782,1206
3.6,1080,768,732,1305
3.5,1208,931,622,1485
5.2,1363,1183,520,1643
7.8,1239,1096,577,1459
8.9,1044,940,706,1152
9.1,956,761,849,885
9.1,955,725,890,770
9.6,997,825,790,852
8.5,987,810,801,830
9.3,1007,798,793,867
8.9,1025,795,783,881
8.2,1083,856,720,975
7.4,1143,960,641,1136
7,1288,1178,539,1434
6.6,1464,1421,457,1746
5.9,1341,1204,534,1592
5,1177,1004,640,1341
5.8,1089,913,712,1208
5.4,1196,1014,643,1334
5.7,1107,874,721,1208
5.7,1102,897,715,1196
5.8,993,688,847,931
5.7,912,559,1016,656
6.9,883,496,1140,478
6.9,893,507,1111,489
6.4,1033,711,893,893
6.6,1222,966,636,1322
7.7,1190,1000,624,1280
10.1,1035,783,794,943
9,990,705,873,772
8.7,1011,732,830,826
8.3,1041,763,790,808
8.9,1086,850,723,901
8.9,1021,755,807,763
9,1014,761,806,722
9.3,1023,771,807,735
8.4,1172,977,657,1047
7.6,1172,1017,623,1163
7.4,1219,1081,590,1244
7.4,1106,891,708,1025
6.9,1078,824,759,982
7.1,939,637,960,607
6.9,975,670,943,616
6.8,958,660,935,654
6.3,921,594,1025,479
5.6,931,580,983,487
6.4,874,472,1179,382
6.9,872,476,1249,350
6.4,904,530,1079,438
6.4,951,568,1021,578
6.9,1183,896,673,1140
8.4,1187,970,625,1203
10.8,1072,874,715,1000
11.2,1011,780,805,806
11.8,997,752,837,724
11.5,989,791,804,690
10.9,1006,837,775,757
11.3,1016,845,771,818
11.6,1069,918,724,936
11.1,1109,989,664,1133
9.7,1182,1071,617,1298
8.5,1253,1179,573,1387
8.3,1288,1228,549,1502
8,1153,981,666,1273
7,1161,969,677,1271
5.4,1271,1031,618,1464
4.1,1156,909,684,1384
3.1,1106,850,727,1281
3.1,1008,726,834,1083
2.2,966,703,865,989
2.3,931,627,948,911
1.9,922,611,962,893
1.9,911,606,950,894
0.9,993,736,819,1018
0.6,1100,919,678,1191
2.1,1141,940,651,1285
3.1,1085,800,750,1219
4.2,1153,853,696,1370
7.4,1122,831,722,1317
11.2,992,685,890,818
13.8,1018,693,868,683
12.4,981,649,924,573
12.8,988,679,905,595
